FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
202307,1,0,49854,1125187,"D","07/01/2023 00:00:00",33,"F","Vehicle/Towed Trailer",202307
202307,10,0,49883,1126073,"D","07/10/2023 00:00:00",47,"M","Outside/Open Areas",202307
202307,12,0,50202,1126074,"D","07/12/2023 00:00:00",63,"M","Permanent Home",202307
202307,27,0,51379,1127012,"D","07/27/2023 00:00:00",79,"M","Permanent Home",202307
202307,23,0,50257,1127090,"I","07/23/2023 00:00:00",64,"M","Mobile/Trailer Home",202307
202307,16,0,50250,1127090,"I","07/16/2023 00:00:00",64,"M","Outside/Open Areas",202307
202307,31,0,50102,1127693,"D","07/31/2023 00:00:00",88,"M","Outside/Open Areas",202307
202308,5,0,50320,1134754,"D","08/05/2023 00:00:00",,"M","Outside/Open Areas",202308
202308,7,0,50576,1138374,"D","08/07/2023 00:00:00",74,"M","Mobile/Trailer Home",202308
202308,16,0,50836,1138795,"D","08/16/2023 00:00:00",60,"M","Outside/Open Areas",202308
202308,28,0,50823,1138858,"D","08/28/2023 00:00:00",74,"F","Permanent Home",202308
202308,8,0,51171,1118193,"D","08/08/2023 00:00:00",78,"F","Unknown",202308
202308,8,0,51206,1118193,"D","08/08/2023 00:00:00",63,"M","Unknown",202308
202308,8,0,51241,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202307,13,0,50204,1126074,"D","07/13/2023 00:00:00",64,"M","Outside/Open Areas",202307
202307,21,0,50236,1127090,"D","07/21/2023 00:00:00",85,"F","Outside/Open Areas",202307
202307,24,0,50260,1127090,"I","07/24/2023 00:00:00",85,"M","Permanent Home",202307
202304,1,0,50229,1089589,"D","04/01/2023 00:00:00",55,"M","Mobile/Trailer Home",202304
202304,1,0,49406,1091003,"D","04/01/2023 00:00:00",,"","Unknown",202304
202304,15,0,50686,1091143,"D","04/15/2023 00:00:00",,"","Vehicle/Towed Trailer",202304
202303,31,0,49059,1091590,"D","03/31/2023 00:00:00",,"","Permanent Home",202303
202303,31,0,49060,1091590,"D","03/31/2023 00:00:00",,"","Permanent Home",202303
202303,31,0,49061,1091590,"D","03/31/2023 00:00:00",,"","Permanent Home",202303
202305,29,0,49076,1092358,"D","05/29/2023 00:00:00",22,"M","In Water",202305
202305,1,0,51068,1094752,"D","05/01/2023 00:00:00",8,"F","In Water",202305
202304,1,0,49165,1097018,"I","04/01/2023 00:00:00",56,"M","Heavy Equipment/Construction",202303
202305,1,0,51971,1149274,"D","05/01/2023 00:00:00",28,"F","In Water",202305
202309,6,0,51977,1149840,"D","09/06/2023 00:00:00",68,"M","In Water",202309
202307,27,0,52018,1150429,"D","07/27/2023 00:00:00",15,"M","In Water",202307
202307,28,0,52019,1150433,"D","07/28/2023 00:00:00",19,"M","In Water",202307
202303,11,0,52075,1150480,"D","03/11/2023 00:00:00",53,"M","In Water",202303
202303,11,0,52076,1150480,"D","03/11/2023 00:00:00",50,"M","In Water",202303
202301,9,0,52088,1151942,"D","01/09/2023 00:00:00",60,"F","In Water",202301
202310,23,0,51987,1148310,"I","10/23/2023 00:00:00",38,"M","Vehicle/Towed Trailer",202310
202307,9,0,51992,1122104,"D","07/09/2023 00:00:00",43,"F","In Water",202307
202301,9,0,52089,1078958,"D","01/09/2023 00:00:00",5,"M","In Water",202301
202312,18,0,51447,1146327,"D","12/18/2023 00:00:00",89,"M","Vehicle/Towed Trailer",202312
202312,18,0,52249,1146589,"D","12/18/2023 00:00:00",40,"M","Outside/Open Areas",202312
202312,18,0,52248,1146590,"D","12/18/2023 00:00:00",,"M","Permanent Home",202312
202312,18,0,52250,1147035,"D","12/18/2023 00:00:00",77,"M","Outside/Open Areas",202312
202312,1,0,51475,1147241,"I","12/01/2023 00:00:00",54,"M","Vehicle/Towed Trailer",202312
202312,7,0,52080,1147287,"I","12/07/2023 00:00:00",,"","Vehicle/Towed Trailer",202312
202312,7,0,52081,1147287,"I","12/07/2023 00:00:00",,"","Vehicle/Towed Trailer",202312
202312,7,0,52082,1147287,"I","12/07/2023 00:00:00",,"","Vehicle/Towed Trailer",202312
202312,22,0,51826,1147342,"I","12/22/2023 00:00:00",72,"F","Vehicle/Towed Trailer",202312
202312,16,0,51824,1147344,"I","12/16/2023 00:00:00",66,"M","Vehicle/Towed Trailer",202312
202312,16,0,51825,1147344,"I","12/16/2023 00:00:00",66,"F","Vehicle/Towed Trailer",202312
202312,18,0,52240,1151025,"D","12/18/2023 00:00:00",20,"F","Vehicle/Towed Trailer",202312
202312,18,0,52241,1151025,"D","12/18/2023 00:00:00",61,"F","Vehicle/Towed Trailer",202312
202312,9,0,52054,1151358,"D","12/09/2023 00:00:00",25,"M","In Water",202312
202312,14,0,52055,1151379,"D","12/14/2023 00:00:00",63,"F","In Water",202312
202312,9,0,52084,1151909,"I","12/09/2023 00:00:00",21,"M","Vehicle/Towed Trailer",202312
202312,9,0,52086,1151912,"I","12/09/2023 00:00:00",21,"M","Vehicle/Towed Trailer",202312
202312,9,0,52087,1151913,"I","12/09/2023 00:00:00",21,"M","Vehicle/Towed Trailer",202312
202312,21,0,52251,1153345,"I","12/21/2023 00:00:00",27,"F","Vehicle/Towed Trailer",202312
202312,17,0,52257,1153635,"D","12/17/2023 00:00:00",72,"F","Vehicle/Towed Trailer",202312
202312,3,0,52256,1153680,"I","12/03/2023 00:00:00",43,"M","Vehicle/Towed Trailer",202312
202312,4,0,52258,1153901,"I","12/04/2023 00:00:00",23,"M","Vehicle/Towed Trailer",202312
202312,1,0,52264,1154016,"I","12/01/2023 00:00:00",,"","Outside/Open Areas",202312
202312,2,0,52262,1154018,"I","12/02/2023 00:00:00",,"","Outside/Open Areas",202312
202312,4,0,52266,1154166,"I","12/04/2023 00:00:00",9,"F","Outside/Open Areas",202312
202312,18,0,52271,1154362,"D","12/18/2023 00:00:00",76,"F","Vehicle/Towed Trailer",202312
202302,17,0,48744,1083288,"D","02/17/2023 00:00:00",52,"F","Outside/Open Areas",202302
202304,19,0,49349,1094927,"D","04/19/2023 00:00:00",66,"M","Mobile/Trailer Home",202304
202307,10,0,49384,1110133,"D","07/10/2023 00:00:00",67,"M","Outside/Open Areas",202307
202308,8,0,51150,1118193,"D","08/08/2023 00:00:00",74,"M","Unknown",202308
202308,8,0,51151,1118193,"D","08/08/2023 00:00:00",79,"M","Unknown",202308
202308,8,0,51152,1118193,"D","08/08/2023 00:00:00",71,"F","Unknown",202308
202308,8,0,51153,1118193,"D","08/08/2023 00:00:00",90,"F","Unknown",202308
202308,8,0,51154,1118193,"D","08/08/2023 00:00:00",79,"M","Unknown",202308
202308,8,0,51155,1118193,"D","08/08/2023 00:00:00",71,"F","Unknown",202308
202308,8,0,51156,1118193,"D","08/08/2023 00:00:00",75,"F","Unknown",202308
202308,8,0,51157,1118193,"D","08/08/2023 00:00:00",55,"M","Unknown",202308
202308,8,0,51158,1118193,"D","08/08/2023 00:00:00",76,"M","Unknown",202308
202308,8,0,51159,1118193,"D","08/08/2023 00:00:00",76,"M","Unknown",202308
202308,8,0,51161,1118193,"D","08/08/2023 00:00:00",59,"M","Unknown",202308
202308,8,0,51162,1118193,"D","08/08/2023 00:00:00",45,"M","Unknown",202308
202308,8,0,51163,1118193,"D","08/08/2023 00:00:00",74,"M","Unknown",202308
202308,8,0,51164,1118193,"D","08/08/2023 00:00:00",68,"M","Unknown",202308
202308,8,0,51165,1118193,"D","08/08/2023 00:00:00",59,"","Unknown",202308
202308,8,0,51166,1118193,"D","08/08/2023 00:00:00",72,"F","Unknown",202308
202308,8,0,51167,1118193,"D","08/08/2023 00:00:00",67,"M","Unknown",202308
202308,8,0,51168,1118193,"D","08/08/2023 00:00:00",67,"","Unknown",202308
202308,8,0,51169,1118193,"D","08/08/2023 00:00:00",67,"F","Unknown",202308
202308,8,0,51170,1118193,"D","08/08/2023 00:00:00",66,"","Unknown",202308
202308,8,0,51172,1118193,"D","08/08/2023 00:00:00",77,"M","Unknown",202308
202308,8,0,51174,1118193,"D","08/08/2023 00:00:00",62,"M","Unknown",202308
202308,8,0,51175,1118193,"D","08/08/2023 00:00:00",74,"F","Unknown",202308
202308,8,0,51176,1118193,"D","08/08/2023 00:00:00",61,"M","Unknown",202308
202308,8,0,51177,1118193,"D","08/08/2023 00:00:00",75,"M","Unknown",202308
202308,8,0,51178,1118193,"D","08/08/2023 00:00:00",7,"M","Unknown",202308
202308,8,0,51179,1118193,"D","08/08/2023 00:00:00",39,"F","Unknown",202308
202308,8,0,51180,1118193,"D","08/08/2023 00:00:00",70,"M","Unknown",202308
202308,8,0,51181,1118193,"D","08/08/2023 00:00:00",73,"F","Unknown",202308
202308,8,0,51182,1118193,"D","08/08/2023 00:00:00",73,"","Unknown",202308
202308,8,0,51183,1118193,"D","08/08/2023 00:00:00",57,"F","Unknown",202308
202308,8,0,51184,1118193,"D","08/08/2023 00:00:00",68,"M","Unknown",202308
202308,8,0,51186,1118193,"D","08/08/2023 00:00:00",67,"M","Unknown",202308
202308,8,0,51187,1118193,"D","08/08/2023 00:00:00",75,"M","Unknown",202308
202308,8,0,51188,1118193,"D","08/08/2023 00:00:00",59,"F","Unknown",202308
202308,8,0,51189,1118193,"D","08/08/2023 00:00:00",59,"M","Unknown",202308
202308,8,0,51190,1118193,"D","08/08/2023 00:00:00",28,"M","Unknown",202308
202308,8,0,51191,1118193,"D","08/08/2023 00:00:00",73,"F","Unknown",202308
202308,8,0,51192,1118193,"D","08/08/2023 00:00:00",50,"M","Unknown",202308
202308,8,0,51193,1118193,"D","08/08/2023 00:00:00",50,"M","Unknown",202308
202308,8,0,51194,1118193,"D","08/08/2023 00:00:00",86,"M","Unknown",202308
202308,8,0,51195,1118193,"D","08/08/2023 00:00:00",83,"F","Unknown",202308
202308,8,0,51196,1118193,"D","08/08/2023 00:00:00",76,"M","Unknown",202308
202308,8,0,51198,1118193,"D","08/08/2023 00:00:00",69,"M","Unknown",202308
202308,8,0,51199,1118193,"D","08/08/2023 00:00:00",71,"M","Unknown",202308
202308,8,0,51200,1118193,"D","08/08/2023 00:00:00",43,"M","Unknown",202308
202308,8,0,51201,1118193,"D","08/08/2023 00:00:00",48,"F","Unknown",202308
202308,8,0,51202,1118193,"D","08/08/2023 00:00:00",74,"M","Unknown",202308
202308,8,0,51203,1118193,"D","08/08/2023 00:00:00",97,"F","Unknown",202308
202308,8,0,51204,1118193,"D","08/08/2023 00:00:00",75,"M","Unknown",202308
202308,8,0,51205,1118193,"D","08/08/2023 00:00:00",56,"F","Unknown",202308
202308,8,0,51207,1118193,"D","08/08/2023 00:00:00",58,"F","Unknown",202308
202308,8,0,51208,1118193,"D","08/08/2023 00:00:00",75,"M","Unknown",202308
202308,15,0,51209,1118193,"D","08/15/2023 00:00:00",44,"M","Unknown",202308
202308,8,0,51211,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202308,8,0,51212,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202308,8,0,51213,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202308,8,0,51214,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202308,8,0,51215,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202308,8,0,51216,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202308,8,0,51217,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202308,8,0,51218,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202308,8,0,51219,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202308,8,0,51220,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202308,8,0,51221,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202308,8,0,51223,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202308,8,0,51224,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202308,8,0,51225,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202308,8,0,51226,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202308,8,0,51227,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202308,8,0,51228,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202308,8,0,51229,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202308,8,0,51230,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202308,8,0,51231,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202308,8,0,51232,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202308,8,0,51233,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202308,8,0,51234,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202308,8,0,51235,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202308,8,0,51236,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202308,8,0,51237,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202308,8,0,51238,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202308,8,0,51239,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202308,8,0,51240,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202308,8,0,51242,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202308,8,0,51243,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202308,8,0,51244,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202308,8,0,51245,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202308,8,0,51246,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202308,8,0,51247,1118193,"D","08/08/2023 00:00:00",64,"F","Unknown",202308
202308,8,0,51248,1118193,"D","08/08/2023 00:00:00",,"","Unknown",202308
202309,4,0,51249,1118193,"D","09/04/2023 00:00:00",78,"F","Unknown",202308
202301,12,0,48720,1076639,"D","01/12/2023 00:00:00",70,"M","Mobile/Trailer Home",202301
202301,12,0,48721,1076639,"D","01/12/2023 00:00:00",59,"F","Mobile/Trailer Home",202301
202301,12,0,48722,1076639,"D","01/12/2023 00:00:00",46,"M","Mobile/Trailer Home",202301
202301,12,0,48723,1076639,"D","01/12/2023 00:00:00",21,"F","Mobile/Trailer Home",202301
202301,12,0,48724,1076639,"D","01/12/2023 00:00:00",59,"M","Mobile/Trailer Home",202301
202301,12,0,48725,1076639,"D","01/12/2023 00:00:00",61,"F","Mobile/Trailer Home",202301
202301,12,0,48726,1076639,"D","01/12/2023 00:00:00",50,"M","Mobile/Trailer Home",202301
202303,3,0,48692,1079754,"D","03/03/2023 00:00:00",70,"M","Vehicle/Towed Trailer",202303
202303,22,0,48761,1085006,"D","03/22/2023 00:00:00",27,"F","In Water",202303
202303,22,0,48762,1085006,"D","03/22/2023 00:00:00",7,"M","In Water",202303
202303,24,0,48779,1086263,"D","03/24/2023 00:00:00",67,"M","Mobile/Trailer Home",202303
202303,21,0,48783,1086521,"D","03/21/2023 00:00:00",,"F","Outside/Open Areas",202303
202303,21,0,48787,1086656,"D","03/21/2023 00:00:00",29,"M","Under Tree",202303
202303,21,0,48785,1086657,"D","03/21/2023 00:00:00",79,"M","Under Tree",202303
202303,21,0,48786,1086658,"D","03/21/2023 00:00:00",63,"M","Under Tree",202303
202303,21,0,48788,1086659,"D","03/21/2023 00:00:00",36,"M","Under Tree",202303
202303,3,0,49033,1090837,"D","03/03/2023 00:00:00",63,"M","Under Tree",202303
202303,3,0,49083,1090839,"D","03/03/2023 00:00:00",43,"M","Under Tree",202303
202303,3,0,49035,1090856,"D","03/03/2023 00:00:00",63,"M","Under Tree",202303
202303,3,0,49036,1090857,"D","03/03/2023 00:00:00",63,"M","Under Tree",202303
202303,3,0,49037,1090858,"D","03/03/2023 00:00:00",63,"M","Under Tree",202303
202306,15,0,49199,1100044,"D","06/15/2023 00:00:00",52,"M","In Water",202306
202306,18,0,49200,1100045,"D","06/18/2023 00:00:00",47,"M","In Water",202306
202306,21,0,49201,1100046,"D","06/21/2023 00:00:00",53,"M","In Water",202306
202306,22,0,49204,1100048,"D","06/22/2023 00:00:00",65,"M","In Water",202306
202306,24,0,49208,1100049,"D","06/24/2023 00:00:00",58,"M","In Water",202306
202306,24,0,49205,1100050,"D","06/24/2023 00:00:00",39,"F","In Water",202306
202306,24,0,49206,1100050,"D","06/24/2023 00:00:00",63,"M","In Water",202306
202306,24,0,49207,1100050,"D","06/24/2023 00:00:00",68,"M","In Water",202306
202303,24,0,52657,1102153,"D","03/24/2023 00:00:00",56,"F","Mobile/Trailer Home",202303
202303,24,0,52658,1102153,"D","03/24/2023 00:00:00",59,"F","Mobile/Trailer Home",202303
202303,24,0,52662,1102153,"D","03/24/2023 00:00:00",54,"F","Mobile/Trailer Home",202303
202303,24,0,52663,1102153,"D","03/24/2023 00:00:00",40,"F","Mobile/Trailer Home",202303
202303,24,0,52664,1102153,"D","03/24/2023 00:00:00",58,"M","Mobile/Trailer Home",202303
202303,24,0,52665,1102153,"D","03/24/2023 00:00:00",63,"F","Mobile/Trailer Home",202303
202303,24,0,52666,1102153,"D","03/24/2023 00:00:00",89,"F","Mobile/Trailer Home",202303
202303,24,0,52667,1102153,"D","03/24/2023 00:00:00",55,"F","Mobile/Trailer Home",202303
202303,24,0,52668,1102153,"D","03/24/2023 00:00:00",77,"M","Mobile/Trailer Home",202303
202303,24,0,52655,1102153,"D","03/24/2023 00:00:00",76,"M","Permanent Home",202303
202303,24,0,52656,1102153,"D","03/24/2023 00:00:00",64,"F","Permanent Home",202303
202303,24,0,52659,1102153,"D","03/24/2023 00:00:00",36,"F","Permanent Structure",202303
202303,24,0,52660,1102153,"D","03/24/2023 00:00:00",53,"F","Permanent Structure",202303
202307,1,0,49840,1125076,"D","07/01/2023 00:00:00",5,"M","Permanent Home",202307
202307,1,0,49856,1125284,"D","07/01/2023 00:00:00",49,"M","Mobile/Trailer Home",202307
202307,7,0,49858,1125845,"D","07/07/2023 00:00:00",46,"M","Outside/Open Areas",202307
202307,8,0,49867,1125854,"D","07/08/2023 00:00:00",32,"M","Outside/Open Areas",202307
202307,1,0,49868,1125854,"I","07/01/2023 00:00:00",30,"F","Outside/Open Areas",202307
202307,6,0,49871,1125854,"I","07/06/2023 00:00:00",39,"M","Outside/Open Areas",202307
202307,7,0,49872,1125854,"I","07/07/2023 00:00:00",58,"M","Outside/Open Areas",202307
202307,3,0,49869,1125854,"I","07/03/2023 00:00:00",60,"F","Permanent Home",202307
202307,6,0,49870,1125854,"I","07/06/2023 00:00:00",54,"M","Permanent Home",202307
202307,7,0,49873,1125854,"I","07/07/2023 00:00:00",62,"M","Permanent Home",202307
202307,3,0,49874,1125861,"D","07/03/2023 00:00:00",67,"F","Mobile/Trailer Home",202307
202307,8,0,51369,1125864,"D","07/08/2023 00:00:00",78,"M","Mobile/Trailer Home",202307
202307,7,0,51370,1125864,"I","07/07/2023 00:00:00",80,"M","Outside/Open Areas",202307
202307,4,0,51371,1125864,"D","07/04/2023 00:00:00",48,"M","Outside/Open Areas",202307
202307,2,0,49877,1126054,"D","07/02/2023 00:00:00",39,"F","Outside/Open Areas",202307
202307,11,0,50194,1126074,"I","07/11/2023 00:00:00",56,"F","Outside/Open Areas",202307
202307,12,0,50196,1126074,"I","07/12/2023 00:00:00",54,"M","Outside/Open Areas",202307
202307,12,0,50197,1126074,"I","07/12/2023 00:00:00",59,"M","Outside/Open Areas",202307
202307,13,0,50198,1126074,"I","07/13/2023 00:00:00",61,"M","Outside/Open Areas",202307
202307,13,0,50199,1126074,"I","07/13/2023 00:00:00",78,"M","Outside/Open Areas",202307
202307,13,0,50200,1126074,"I","07/13/2023 00:00:00",48,"M","Outside/Open Areas",202307
202307,13,0,50203,1126074,"D","07/13/2023 00:00:00",34,"M","Outside/Open Areas",202307
202307,12,0,50205,1126074,"D","07/12/2023 00:00:00",37,"F","Outside/Open Areas",202307
202307,12,0,50206,1126074,"D","07/12/2023 00:00:00",23,"M","Outside/Open Areas",202307
202307,13,0,50207,1126074,"D","07/13/2023 00:00:00",47,"M","Outside/Open Areas",202307
202307,11,0,50195,1126074,"I","07/11/2023 00:00:00",63,"F","Permanent Home",202307
202307,13,0,50201,1126074,"I","07/13/2023 00:00:00",76,"F","Permanent Home",202307
202307,12,0,49899,1126088,"D","07/12/2023 00:00:00",37,"M","Outside/Open Areas",202307
202307,15,0,49994,1127007,"D","07/15/2023 00:00:00",22,"M","Outside/Open Areas",202307
202307,18,0,49995,1127007,"D","07/18/2023 00:00:00",36,"F","Outside/Open Areas",202307
202307,29,0,49996,1127007,"D","07/29/2023 00:00:00",34,"M","Outside/Open Areas",202307
202307,28,0,49997,1127007,"I","07/28/2023 00:00:00",51,"M","Outside/Open Areas",202307
202307,14,0,51372,1127012,"D","07/14/2023 00:00:00",33,"M","Outside/Open Areas",202307
202307,15,0,51373,1127012,"D","07/15/2023 00:00:00",24,"M","Outside/Open Areas",202307
202307,15,0,51374,1127012,"D","07/15/2023 00:00:00",36,"F","Outside/Open Areas",202307
202307,20,0,51375,1127012,"D","07/20/2023 00:00:00",,"M","Outside/Open Areas",202307
202307,22,0,51376,1127012,"D","07/22/2023 00:00:00",,"","Outside/Open Areas",202307
202307,22,0,51377,1127012,"D","07/22/2023 00:00:00",,"","Outside/Open Areas",202307
202307,28,0,51378,1127012,"D","07/28/2023 00:00:00",24,"F","Outside/Open Areas",202307
202307,22,0,51383,1127012,"D","07/22/2023 00:00:00",34,"M","Outside/Open Areas",202307
202307,27,0,51380,1127012,"D","07/27/2023 00:00:00",80,"F","Permanent Home",202307
202307,20,0,51381,1127012,"I","07/20/2023 00:00:00",51,"M","Permanent Structure",202307
202307,21,0,51382,1127012,"D","07/21/2023 00:00:00",58,"F","Permanent Structure",202307
202307,20,0,50091,1127089,"D","07/20/2023 00:00:00",25,"F","Outside/Open Areas",202307
202307,22,0,50092,1127089,"D","07/22/2023 00:00:00",27,"M","Outside/Open Areas",202307
202307,28,0,50093,1127089,"D","07/28/2023 00:00:00",40,"M","Outside/Open Areas",202307
202307,29,0,50094,1127089,"D","07/29/2023 00:00:00",23,"F","Outside/Open Areas",202307
202307,30,0,50095,1127089,"D","07/30/2023 00:00:00",31,"M","Outside/Open Areas",202307
202307,21,0,50096,1127089,"I","07/21/2023 00:00:00",87,"M","Outside/Open Areas",202307
202307,21,0,50237,1127090,"D","07/21/2023 00:00:00",79,"F","Mobile/Trailer Home",202307
202307,23,0,50241,1127090,"D","07/23/2023 00:00:00",73,"F","Mobile/Trailer Home",202307
202307,19,0,50255,1127090,"I","07/19/2023 00:00:00",76,"F","Mobile/Trailer Home",202307
202307,21,0,50256,1127090,"I","07/21/2023 00:00:00",74,"M","Mobile/Trailer Home",202307
202307,23,0,50258,1127090,"I","07/23/2023 00:00:00",87,"M","Mobile/Trailer Home",202307
202307,23,0,50259,1127090,"I","07/23/2023 00:00:00",76,"F","Mobile/Trailer Home",202307
202307,26,0,50269,1127090,"I","07/26/2023 00:00:00",44,"F","Mobile/Trailer Home",202307
202307,17,0,50232,1127090,"D","07/17/2023 00:00:00",45,"M","Outside/Open Areas",202307
202307,17,0,50233,1127090,"D","07/17/2023 00:00:00",56,"M","Outside/Open Areas",202307
202307,21,0,50239,1127090,"D","07/21/2023 00:00:00",41,"F","Outside/Open Areas",202307
202307,21,0,50240,1127090,"D","07/21/2023 00:00:00",60,"F","Outside/Open Areas",202307
202307,29,0,50242,1127090,"D","07/29/2023 00:00:00",51,"M","Outside/Open Areas",202307
202307,14,0,50245,1127090,"I","07/14/2023 00:00:00",49,"M","Outside/Open Areas",202307
202307,15,0,50246,1127090,"I","07/15/2023 00:00:00",80,"M","Outside/Open Areas",202307
202307,15,0,50247,1127090,"I","07/15/2023 00:00:00",75,"M","Outside/Open Areas",202307
202307,15,0,50248,1127090,"I","07/15/2023 00:00:00",58,"M","Outside/Open Areas",202307
202307,15,0,50249,1127090,"I","07/15/2023 00:00:00",60,"M","Outside/Open Areas",202307
202307,16,0,50251,1127090,"I","07/16/2023 00:00:00",47,"M","Outside/Open Areas",202307
202307,18,0,50252,1127090,"I","07/18/2023 00:00:00",51,"M","Outside/Open Areas",202307
202307,18,0,50253,1127090,"I","07/18/2023 00:00:00",48,"M","Outside/Open Areas",202307
202307,25,0,50261,1127090,"I","07/25/2023 00:00:00",56,"M","Outside/Open Areas",202307
202307,26,0,50262,1127090,"I","07/26/2023 00:00:00",45,"M","Outside/Open Areas",202307
202307,28,0,50263,1127090,"I","07/28/2023 00:00:00",65,"M","Outside/Open Areas",202307
202307,29,0,50264,1127090,"I","07/29/2023 00:00:00",37,"M","Outside/Open Areas",202307
202307,29,0,50265,1127090,"I","07/29/2023 00:00:00",59,"M","Outside/Open Areas",202307
202307,23,0,50268,1127090,"I","07/23/2023 00:00:00",69,"M","Outside/Open Areas",202307
202307,20,0,50270,1127090,"D","07/20/2023 00:00:00",31,"F","Outside/Open Areas",202307
202307,15,0,50231,1127090,"D","07/15/2023 00:00:00",50,"F","Permanent Home",202307
202307,20,0,50234,1127090,"D","07/20/2023 00:00:00",74,"M","Permanent Home",202307
202307,20,0,50235,1127090,"D","07/20/2023 00:00:00",61,"M","Permanent Home",202307
202307,21,0,50238,1127090,"D","07/21/2023 00:00:00",45,"M","Permanent Home",202307
202307,28,0,50243,1127090,"D","07/28/2023 00:00:00",82,"F","Permanent Home",202307
202307,24,0,50244,1127090,"D","07/24/2023 00:00:00",84,"M","Permanent Home",202307
202307,18,0,50254,1127090,"I","07/18/2023 00:00:00",54,"M","Permanent Home",202307
202307,19,0,50266,1127090,"I","07/19/2023 00:00:00",75,"F","Permanent Home",202307
202307,22,0,50267,1127090,"I","07/22/2023 00:00:00",71,"M","Permanent Home",202307
